item_id,Issue id,Summary,Description,Priority,Resolution,Status,Created,Resolved,text,is_severe_fixed_bug
HBASE-13448318,13448318,graceful_stop cannot take previous balancer status by incompatibility of hbase shell prompt,"{code:java}
graceful_stop.sh --failfast $(hostname -f)
2022-06-03T20:04:34 Set failfast, will exit immediately if any command exits with non-zero status
2022-06-03T20:04:34 Disabling load balancer
2022-06-03T20:04:42 Previous balancer state was hbase:002:0>
2022-06-03T20:04:42 Unloading myregionserver.example.com region(s)
2022-06-03T20:04:46 Unloaded myregionserver.example.com region(s)
2022-06-03T20:04:46 Stopping regionserver on myregionserver.example.com
running regionserver, logging to /var/log/hbase/hbase-hbase-regionserver.out
stopping regionserver.
2022-06-03T20:04:47 Restoring balancer state to hbase:002:0>
{code}

You can see wrong previous balancer state

{code:java}
2022-06-03T20:04:42 Previous balancer state was hbase:002:0>
{code}

this should be either of true or false, but it's ""hbase:002:0>""

This is because of the incompatibility of hbase shell prompt behavior.

graceful_stop perform `echo 'balance_switch false' | ""$bin""/hbase --config ""${HBASE_CONF_DIR}"" shell -n | tail -1`
https://github.com/apache/hbase/blob/d57159f31cb7be4d9ced0d7b95e2c78c43d160a1/bin/graceful_stop.sh#L118

However, hbase shell now always set prompt mode to CUSTOM.
https://github.com/apache/hbase/blob/d57159f31cb7be4d9ced0d7b95e2c78c43d160a1/hbase-shell/src/main/ruby/jar-bootstrap.rb#L206

(this breaking change is introduced in https://github.com/apache/hbase/pull/4018 in hbase2.4.10, https://issues.apache.org/jira/browse/HBASE-26469)

So the prompt is always shown even when `hbase shell -n` or just piping stdin.

{code:java}
$ echo ""balance_switch false"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
For Reference, please visit: http://hbase.apache.org/2.0/book.html#shell
Version 2.4.12-xxx
Took 0.0022 seconds                                                                                                                                                         
hbase:001:0> balance_switch false
Previous balancer state : false                                                                                                                                             
Took 0.4308 seconds                                                                                                                                                         
=> false
hbase:002:0> 

$ echo ""balance_switch false"" | hbase shell -n
hbase:001:0> balance_switch false
Previous balancer state : false                                                                                                                                             
Took 0.5207 seconds                                                                                                                                                         
=> false
hbase:002:0> 
{code}

This is incompatible from old version.

{code:java}
hbase 1.4.x version:

$ echo ""balance_switch false"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
Version 1.4.13-xxx

balance_switch false
false                                                                                                                                                                                                                                                                                                                                                       
0 row(s) in 0.3310 seconds

$ echo ""balance_switch false"" | hbase shell -n
false                                                                                                                                                                                                                                                                                                                                                       
0 row(s) in 0.4240 seconds

nil
{code}


{code:java}
hbase-2.4.9

$ echo ""balance_switch false"" | bin/hbase shell -n
Previous balancer state : false                                                                                                                                                                                                                                                                                                                             
Took 0.4340 seconds                                                                                                                                                                                                                                                                                                                                         
false

{code}

(TODO check old hbase-2 case)

In old version, :NULL is used for prompt_mode
{code:java}
$ echo ""irb_context.prompt_mode"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
Version 1.4.13-xxx

irb_context.prompt_mode
:NULL
{code}

But it's now :CUSTOM

{code:java}
$ echo ""irb_context.prompt_mode"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
For Reference, please visit: http://hbase.apache.org/2.0/book.html#shell
Version 2.4.12-xxx
Took 0.0028 seconds                                                                                                                                                         
hbase:001:0> irb_context.prompt_mode
=> :CUSTOM
hbase:002:0> 
{code}

We should keep using NULL prompt_mode for such case respecting previous behavior?",Major,,Open,03/Jun/22 11:01,,"graceful_stop cannot take previous balancer status by incompatibility of hbase shell prompt. {code:java}
graceful_stop.sh --failfast $(hostname -f)
2022-06-03T20:04:34 Set failfast, will exit immediately if any command exits with non-zero status
2022-06-03T20:04:34 Disabling load balancer
2022-06-03T20:04:42 Previous balancer state was hbase:002:0>
2022-06-03T20:04:42 Unloading myregionserver.example.com region(s)
2022-06-03T20:04:46 Unloaded myregionserver.example.com region(s)
2022-06-03T20:04:46 Stopping regionserver on myregionserver.example.com
running regionserver, logging to /var/log/hbase/hbase-hbase-regionserver.out
stopping regionserver.
2022-06-03T20:04:47 Restoring balancer state to hbase:002:0>
{code}

You can see wrong previous balancer state

{code:java}
2022-06-03T20:04:42 Previous balancer state was hbase:002:0>
{code}

this should be either of true or false, but it's ""hbase:002:0>""

This is because of the incompatibility of hbase shell prompt behavior.

graceful_stop perform `echo 'balance_switch false' | ""$bin""/hbase --config ""${HBASE_CONF_DIR}"" shell -n | tail -1`
https://github.com/apache/hbase/blob/d57159f31cb7be4d9ced0d7b95e2c78c43d160a1/bin/graceful_stop.sh#L118

However, hbase shell now always set prompt mode to CUSTOM.
https://github.com/apache/hbase/blob/d57159f31cb7be4d9ced0d7b95e2c78c43d160a1/hbase-shell/src/main/ruby/jar-bootstrap.rb#L206

(this breaking change is introduced in https://github.com/apache/hbase/pull/4018 in hbase2.4.10, https://issues.apache.org/jira/browse/HBASE-26469)

So the prompt is always shown even when `hbase shell -n` or just piping stdin.

{code:java}
$ echo ""balance_switch false"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
For Reference, please visit: http://hbase.apache.org/2.0/book.html#shell
Version 2.4.12-xxx
Took 0.0022 seconds                                                                                                                                                         
hbase:001:0> balance_switch false
Previous balancer state : false                                                                                                                                             
Took 0.4308 seconds                                                                                                                                                         
=> false
hbase:002:0> 

$ echo ""balance_switch false"" | hbase shell -n
hbase:001:0> balance_switch false
Previous balancer state : false                                                                                                                                             
Took 0.5207 seconds                                                                                                                                                         
=> false
hbase:002:0> 
{code}

This is incompatible from old version.

{code:java}
hbase 1.4.x version:

$ echo ""balance_switch false"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
Version 1.4.13-xxx

balance_switch false
false                                                                                                                                                                                                                                                                                                                                                       
0 row(s) in 0.3310 seconds

$ echo ""balance_switch false"" | hbase shell -n
false                                                                                                                                                                                                                                                                                                                                                       
0 row(s) in 0.4240 seconds

nil
{code}


{code:java}
hbase-2.4.9

$ echo ""balance_switch false"" | bin/hbase shell -n
Previous balancer state : false                                                                                                                                                                                                                                                                                                                             
Took 0.4340 seconds                                                                                                                                                                                                                                                                                                                                         
false

{code}

(TODO check old hbase-2 case)

In old version, :NULL is used for prompt_mode
{code:java}
$ echo ""irb_context.prompt_mode"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
Version 1.4.13-xxx

irb_context.prompt_mode
:NULL
{code}

But it's now :CUSTOM

{code:java}
$ echo ""irb_context.prompt_mode"" | hbase shell
HBase Shell
Use ""help"" to get list of supported commands.
Use ""exit"" to quit this interactive shell.
For Reference, please visit: http://hbase.apache.org/2.0/book.html#shell
Version 2.4.12-xxx
Took 0.0028 seconds                                                                                                                                                         
hbase:001:0> irb_context.prompt_mode
=> :CUSTOM
hbase:002:0> 
{code}

We should keep using NULL prompt_mode for such case respecting previous behavior?",0
HBASE-13416310,13416310,Introduce a new parameter in jmx servlet to exclude the specific mbean,"There are many regionservers serving over a thousand regions in our company, and the metric load is pretty big.
I tried to exclude some huge mbean like 'Hadoop:service=HBase,name=RegionServer,sub=Regions' with regex, but didn't succeed.
So I want to propose a new parameter 'excl' in jmx servlet to exclude the splecific bean or beans.",Minor,Fixed,Resolved,09/Dec/21 15:35,14/Dec/21 14:57,"Introduce a new parameter in jmx servlet to exclude the specific mbean. There are many regionservers serving over a thousand regions in our company, and the metric load is pretty big.
I tried to exclude some huge mbean like 'Hadoop:service=HBase,name=RegionServer,sub=Regions' with regex, but didn't succeed.
So I want to propose a new parameter 'excl' in jmx servlet to exclude the splecific bean or beans.",0
HBASE-13341021,13341021,hbase.rsgroup.fallback.enable should support dynamic configuration ,Use update_config command to control the switch of RSGroup fallback.,Major,Fixed,Resolved,17/Nov/20 10:26,23/Nov/20 19:28,hbase.rsgroup.fallback.enable should support dynamic configuration . Use update_config command to control the switch of RSGroup fallback.,0
HBASE-13602530,13602530,Backport missing UI patches to branch-2,"While working on HBASE-28832, we noticed that some UI-related patches were not merged to branch-2.5, branch-2.6 or branch-2 which makes it harder to backport HBASE-28832 changes.

It was suggested to identify specific JIRAs that need to be backported. Reason: it's better/easier to do that work than to maintain and enhance divergence between the branches. 

 

The following Jira patches were backported to branch-2 in this Jira:
 * HBASE-24624 Optimize table.jsp code
 * HBASE-25402 Sorting order by start key or end key is not considering empty start key/end key
 * HBASE-28778 NPE may occur when opening master-status or table.jsp or procedure.jsp while Master is initializing
 * HBASE-20452 Master UI: Table merge button should validate required fields before submit",Major,Fixed,Resolved,18/Dec/24 07:30,24/Dec/24 06:14,"Backport missing UI patches to branch-2. While working on HBASE-28832, we noticed that some UI-related patches were not merged to branch-2.5, branch-2.6 or branch-2 which makes it harder to backport HBASE-28832 changes.

It was suggested to identify specific JIRAs that need to be backported. Reason: it's better/easier to do that work than to maintain and enhance divergence between the branches. 

 

The following Jira patches were backported to branch-2 in this Jira:
 * HBASE-24624 Optimize table.jsp code
 * HBASE-25402 Sorting order by start key or end key is not considering empty start key/end key
 * HBASE-28778 NPE may occur when opening master-status or table.jsp or procedure.jsp while Master is initializing
 * HBASE-20452 Master UI: Table merge button should validate required fields before submit",0
HBASE-13433873,13433873,Move ConnectionImplementation public configs to HConstants,"ConnectionImplementation has a few public static config constants, but the class itself is package-private so users cannot access them. Moving them to HConstants will make it easier for users to change these settings:
{code:java}
hbase.client.retries.by.server
hbase.resolve.hostnames.on.failure {code}
Note: AsyncConnectionImpl also separately defines the second config, so we can unify them both in HConstants.",Minor,,Open,15/Mar/22 12:43,,"Move ConnectionImplementation public configs to HConstants. ConnectionImplementation has a few public static config constants, but the class itself is package-private so users cannot access them. Moving them to HConstants will make it easier for users to change these settings:
{code:java}
hbase.client.retries.by.server
hbase.resolve.hostnames.on.failure {code}
Note: AsyncConnectionImpl also separately defines the second config, so we can unify them both in HConstants.",0
HBASE-13339946,13339946,Upgrade asciidoctor,"JRuby upgrade broke the site build as asciidoc depends on JRuby.
https://ci-hadoop.apache.org/job/HBase/job/hbase_generate_website/89/",Blocker,Fixed,Closed,11/Nov/20 09:48,12/Nov/20 15:19,"Upgrade asciidoctor. JRuby upgrade broke the site build as asciidoc depends on JRuby.
https://ci-hadoop.apache.org/job/HBase/job/hbase_generate_website/89/",1
HBASE-13328663,13328663,Should not use AssignmentManager to test whether a table is enabled or not,"Now in our code base sometimes we use AssignmentManager to test whether a table is enabled or not, it is just a delegation to the TableStateManager. Let's use TableStateManager directly.",Major,Fixed,Resolved,22/Sep/20 01:37,30/Dec/24 12:10,"Should not use AssignmentManager to test whether a table is enabled or not. Now in our code base sometimes we use AssignmentManager to test whether a table is enabled or not, it is just a delegation to the TableStateManager. Let's use TableStateManager directly.",0
HBASE-13414670,13414670,Support remove coprocessor by class name via alter table command,"With the shell, when operator wants to remove a table coprocessor, the flow is to

1. first use {{decs}} find the the mapping of coprocessor$# e.g. coprocessor$1, where # is the ordered number when the coprocessor was internally added to the table attribute 
2. issue {{table_att_unset}} with the target `coprocessor$#` that maps to a value that include the unique class name.

This task is to simplify the flow if the operator know exactly the class name of the added coprocessor, and create a new sub-method to {{alter}}, such that operator can do it only with the class name. 

NOTE that this logic has been added behind the scenes at [TableDescriptorBuilder#removeCoprocessor|https://github.com/apache/hbase/blob/358c4dc9022c507ee0159c1d4916aba41d42cde8/hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java#L1537-L1565] for removing `ConstraintProcessor` , and we are just exposing this logic with a new method to {{alter}} command. 
",Major,Fixed,Resolved,01/Dec/21 05:10,06/Dec/21 22:19,"Support remove coprocessor by class name via alter table command. With the shell, when operator wants to remove a table coprocessor, the flow is to

1. first use {{decs}} find the the mapping of coprocessor$# e.g. coprocessor$1, where # is the ordered number when the coprocessor was internally added to the table attribute 
2. issue {{table_att_unset}} with the target `coprocessor$#` that maps to a value that include the unique class name.

This task is to simplify the flow if the operator know exactly the class name of the added coprocessor, and create a new sub-method to {{alter}}, such that operator can do it only with the class name. 

NOTE that this logic has been added behind the scenes at [TableDescriptorBuilder#removeCoprocessor|https://github.com/apache/hbase/blob/358c4dc9022c507ee0159c1d4916aba41d42cde8/hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java#L1537-L1565] for removing `ConstraintProcessor` , and we are just exposing this logic with a new method to {{alter}} command.",0
HBASE-13297747,13297747,Remove 2.1.10 from download page,,Major,Fixed,Closed,11/Apr/20 06:28,29/Apr/20 14:07,Remove 2.1.10 from download page.,0
HBASE-13369896,13369896,Backport HBASE-25629 to branch-1,"HBASE-25629 recently fixed an issue where TestCurrentHourProvider consistently failed on certain OSes due to quirks in time zone implementations. This test is also failing in branch-1, so in order to expedite a potential 1.7.0 release we should backport to branch-1 as well. ",Major,Fixed,Resolved,06/Apr/21 22:39,07/Apr/21 08:08,"Backport HBASE-25629 to branch-1. HBASE-25629 recently fixed an issue where TestCurrentHourProvider consistently failed on certain OSes due to quirks in time zone implementations. This test is also failing in branch-1, so in order to expedite a potential 1.7.0 release we should backport to branch-1 as well.",0
HBASE-13302359,13302359,Undo core of parent TestSecureRESTServer change; use fix over in HBASE-24280 instead,"Parent issue puts in a place that makes TestSecureRESTServer pass up on jenkins by shoving into the dependency list the jersey1 ServletContainer. Root issue was change in how we specified profiles in nightlies; both hadoop3 and hadoop2 were mistakenly active (HBASE-24280). This issue is about undoing the dependency insertion after fix for HBASE-24280 goes in.

Don't want to revert the parent. It has cleanups that should stay.",Major,Fixed,Resolved,01/May/20 21:01,04/May/20 17:15,"Undo core of parent TestSecureRESTServer change; use fix over in HBASE-24280 instead. Parent issue puts in a place that makes TestSecureRESTServer pass up on jenkins by shoving into the dependency list the jersey1 ServletContainer. Root issue was change in how we specified profiles in nightlies; both hadoop3 and hadoop2 were mistakenly active (HBASE-24280). This issue is about undoing the dependency insertion after fix for HBASE-24280 goes in.

Don't want to revert the parent. It has cleanups that should stay.",0
HBASE-13329892,13329892,RegionMonitor support RegionTask count normalize,"large count of region task from canary may affect user normal request, meanwhile if region task is few, the  availability monitoring may shake for occasional exception.

so , if the task count is large , we will randomly trim tasks for each table, according to the raito of the table region count in whole tasks region count. If the task count is few,  we will repeat tasks",Minor,,Open,29/Sep/20 09:01,,"RegionMonitor support RegionTask count normalize. large count of region task from canary may affect user normal request, meanwhile if region task is few, the  availability monitoring may shake for occasional exception.

so , if the task count is large , we will randomly trim tasks for each table, according to the raito of the table region count in whole tasks region count. If the task count is few,  we will repeat tasks",0
